SN,Station,Date,Year,SEASON,Temp_Max,Temp_Min,Temp_Avg
945,Open land,03-Aug-14,Two,WET,28.841,17.058,20.229
946,Open land,04-Aug-14,Two,WET,32.484,17.415,20.831
947,Open land,05-Aug-14,Two,WET,33.105,17.701,21.751
948,Open land,06-Aug-14,Two,WET,32.536,17.582,20.913
949,Open land,07-Aug-14,Two,WET,28.841,17.558,20.299
950,Open land,08-Aug-14,Two,WET,33.757,17.653,21.057
951,Open land,09-Aug-14,Two,WET,30.369,17.13,21.042
952,Open land,10-Aug-14,Two,WET,30.117,17.249,19.819
953,Open land,11-Aug-14,Two,WET,30.167,17.772,20.756
954,Open land,12-Aug-14,Two,WET,28.941,17.272,20.967
955,Open land,13-Aug-14,Two,WET,20.341,16.654,18.493
956,Open land,14-Aug-14,Two,WET,20.317,16.201,17.531
957,Open land,15-Aug-14,Two,WET,24.146,17.011,18.935
958,Open land,16-Aug-14,Two,WET,32.15,16.987,19.524
959,Open land,17-Aug-14,Two,WET,32.201,16.654,20.695
960,Open land,18-Aug-14,Two,WET,30.091,16.177,20.674
961,Open land,19-Aug-14,Two,WET,27.456,17.344,19.325
962,Open land,20-Aug-14,Two,WET,26.304,16.868,19.13
963,Open land,21-Aug-14,Two,WET,31.408,16.415,20.237
964,Open land,22-Aug-14,Two,WET,31.204,16.939,20.868
965,Open land,23-Aug-14,Two,WET,32.898,17.13,21.452
966,Open land,24-Aug-14,Two,WET,36.389,16.201,21.015
967,Open land,25-Aug-14,Two,WET,35.262,16.034,20.378
968,Open land,26-Aug-14,Two,WET,32.924,15.843,20.028
969,Open land,27-Aug-14,Two,WET,35.85,15.438,20.455
970,Open land,28-Aug-14,Two,WET,34.492,15.223,21.212
971,Open land,29-Aug-14,Two,WET,26.72,15.819,18.467
972,Open land,30-Aug-14,Two,WET,31.408,16.701,19.809
973,Open land,31-Aug-14,Two,WET,35.368,15.581,20.964
974,Regenerating forest,01-Jun-14,Two,WET,34.308,17.605,22.702
975,Regenerating forest,02-Jun-14,Two,WET,31.408,17.201,22.147
976,Regenerating forest,03-Jun-14,Two,WET,34.255,17.701,23.522
977,Regenerating forest,04-Jun-14,Two,WET,35.422,18.366,24.555
978,Regenerating forest,05-Jun-14,Two,WET,32.51,17.677,21.883
979,Regenerating forest,06-Jun-14,Two,WET,31.765,17.51,21.119
980,Regenerating forest,07-Jun-14,Two,WET,30.773,17.843,22.227
981,Regenerating forest,08-Jun-14,Two,WET,28.543,18.01,20.241
982,Regenerating forest,09-Jun-14,Two,WET,26.524,17.272,20.456
983,Regenerating forest,10-Jun-14,Two,WET,30.672,18.224,21.573
984,Regenerating forest,11-Jun-14,Two,WET,31.919,18.533,21.51
985,Regenerating forest,12-Jun-14,Two,WET,27.85,18.438,20.601
986,Regenerating forest,13-Jun-14,Two,WET,25.89,18.414,20.27
987,Regenerating forest,14-Jun-14,Two,WET,25.307,17.796,19.045
988,Regenerating forest,15-Jun-14,Two,WET,29.715,16.915,20.557
989,Regenerating forest,16-Jun-14,Two,WET,30.95,16.892,20.497
990,Regenerating forest,17-Jun-14,Two,WET,29.916,18.2,21.566
991,Regenerating forest,18-Jun-14,Two,WET,28.518,18.033,19.841
992,Regenerating forest,19-Jun-14,Two,WET,28.891,17.938,20.736
993,Regenerating forest,20-Jun-14,Two,WET,28.394,17.534,21.022
994,Regenerating forest,21-Jun-14,Two,WET,30.016,18.319,21.954
995,Regenerating forest,22-Jun-14,Two,WET,30.9,18.461,22.356
996,Regenerating forest,23-Jun-14,Two,WET,27.899,17.058,22.179
997,Regenerating forest,24-Jun-14,Two,WET,29.19,18.271,20.72
998,Regenerating forest,25-Jun-14,Two,WET,31.281,18.485,21.676
999,Regenerating forest,26-Jun-14,Two,WET,27.112,17.582,20.769
1000,Regenerating forest,27-Jun-14,Two,WET,29.74,17.344,21.943
1001,Regenerating forest,28-Jun-14,Two,WET,30.016,17.249,21.971
1002,Regenerating forest,29-Jun-14,Two,WET,23.905,18.224,20.249
1003,Regenerating forest,30-Jun-14,Two,WET,23.424,17.772,19.456
1004,Regenerating forest,01-Jul-14,Two,WET,29.565,17.082,21.147
1005,Regenerating forest,02-Jul-14,Two,WET,25.623,18.747,20.954
1006,Regenerating forest,03-Jul-14,Two,WET,26.965,18.105,20.271
1007,Regenerating forest,04-Jul-14,Two,WET,29.464,16.796,21.495
1008,Regenerating forest,05-Jul-14,Two,WET,30.571,19.127,22.081
1009,Regenerating forest,06-Jul-14,Two,WET,31.357,18.818,21.476
1010,Regenerating forest,07-Jul-14,Two,WET,25.89,18.152,20.611
1011,Regenerating forest,08-Jul-14,Two,WET,25.089,18.057,20.3
1012,Regenerating forest,09-Jul-14,Two,WET,32.278,18.295,21.346
1013,Regenerating forest,10-Jul-14,Two,WET,32.381,18.057,23.037
1014,Regenerating forest,11-Jul-14,Two,WET,32.949,18.438,22.399
1015,Regenerating forest,12-Jul-14,Two,WET,25.793,18.057,19.993
1016,Regenerating forest,13-Jul-14,Two,WET,31.331,16.582,21.402
1017,Regenerating forest,14-Jul-14,Two,WET,30.545,17.439,21.301
1018,Regenerating forest,15-Jul-14,Two,WET,29.991,17.534,20.773
1019,Regenerating forest,16-Jul-14,Two,WET,29.165,16.511,20.339
1020,Regenerating forest,17-Jul-14,Two,WET,30.95,17.819,21.098
1021,Regenerating forest,18-Jul-14,Two,WET,25.671,18.343,20.321
1022,Regenerating forest,19-Jul-14,Two,WET,23.785,17.653,19.598
1023,Regenerating forest,20-Jul-14,Two,WET,23.4,17.724,19.342
1024,Regenerating forest,21-Jul-14,Two,WET,19.318,17.177,17.868
1025,Regenerating forest,22-Jul-14,Two,WET,22.298,16.32,18.474
1026,Regenerating forest,23-Jul-14,Two,WET,26.695,15.414,19.152
1027,Regenerating forest,24-Jul-14,Two,WET,32.253,16.32,20.899
1028,Regenerating forest,25-Jul-14,Two,WET,27.677,17.225,19.917
1029,Regenerating forest,26-Jul-14,Two,WET,30.016,16.868,20.635
1030,Regenerating forest,27-Jul-14,Two,WET,24.339,16.868,19.065
1031,Regenerating forest,28-Jul-14,Two,WET,27.112,16.725,19.302
1032,Regenerating forest,29-Jul-14,Two,WET,33.001,17.177,21.182
1033,Regenerating forest,30-Jul-14,Two,WET,26.182,16.701,19.853
1034,Regenerating forest,31-Jul-14,Two,WET,30.773,16.725,21.13
1035,Regenerating forest,01-Aug-14,Two,WET,32.227,18.152,22.463
1036,Regenerating forest,02-Aug-14,Two,WET,27.407,18.2,20.332
1037,Regenerating forest,03-Aug-14,Two,WET,25.525,17.439,19.731
1038,Regenerating forest,04-Aug-14,Two,WET,27.974,17.486,20.312
1039,Regenerating forest,05-Aug-14,Two,WET,28.493,17.915,21.163
1040,Regenerating forest,06-Aug-14,Two,WET,26.916,17.843,20.62
1041,Regenerating forest,07-Aug-14,Two,WET,26.451,17.891,20.129
1042,Regenerating forest,08-Aug-14,Two,WET,28.518,17.701,20.262
1043,Regenerating forest,09-Aug-14,Two,WET,25.647,17.415,20.415
1044,Regenerating forest,10-Aug-14,Two,WET,26.402,17.296,19.476
1045,Regenerating forest,11-Aug-14,Two,WET,27.628,18.033,20.242
1046,Regenerating forest,12-Aug-14,Two,WET,25.647,17.439,20.51
1047,Regenerating forest,13-Aug-14,Two,WET,19.888,16.844,18.544
1048,Regenerating forest,14-Aug-14,Two,WET,19.555,16.392,17.604
1049,Regenerating forest,15-Aug-14,Two,WET,22.824,17.13,18.763
1050,Regenerating forest,16-Aug-14,Two,WET,25.307,17.106,18.959
1051,Regenerating forest,17-Aug-14,Two,WET,26.916,16.82,20.037
1052,Regenerating forest,18-Aug-14,Two,WET,26.72,16.606,20.004
1053,Regenerating forest,19-Aug-14,Two,WET,25.501,17.486,19.192
1054,Regenerating forest,20-Aug-14,Two,WET,24.677,17.32,19.057
1055,Regenerating forest,21-Aug-14,Two,WET,29.439,16.487,20.196
1056,Regenerating forest,22-Aug-14,Two,WET,30.748,16.987,20.915
1057,Regenerating forest,23-Aug-14,Two,WET,31.204,17.843,21.272
1058,Regenerating forest,24-Aug-14,Two,WET,29.941,16.939,20.418
1059,Regenerating forest,25-Aug-14,Two,WET,31.51,16.344,20.141
1060,Regenerating forest,26-Aug-14,Two,WET,29.14,16.344,19.76
1061,Regenerating forest,27-Aug-14,Two,WET,33.079,15.7,20.071
1062,Regenerating forest,28-Aug-14,Two,WET,31.612,15.438,21.102
1063,Regenerating forest,29-Aug-14,Two,WET,24.798,15.986,18.313
1064,Regenerating forest,30-Aug-14,Two,WET,27.53,16.796,19.719
1065,Regenerating forest,31-Aug-14,Two,WET,32.407,15.986,20.825
,,,,,,,
